menuId;dietSelection(0-Normal,1-Vegetarian,2-Vegan);nutritionalDisease(0-Normal,1-Diabetes,2-Celiac,3-Reflux);caloryValue;proteinValue;carbonhydratValue;fatValue;menuContents
446;1;1;2300;170;40;70;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,4 walnuts,1 cup of coffee,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
447;1;1;2300;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 almonds,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving artichoke dish,1 bown of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
448;1;1;2300;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Tomato,Cucumber,Snack,3 walnuts,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving of okra dish,1 bown of yogurt,Snack,15 hazelnuts, 10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
449;1;1;2300;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving pumpkin dish,1 slice of bran bread,Non-fat Salad
450;1;1;2300;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,10 almonds,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad
451;1;1;2400;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,Non-fat Salad,2 slices of bran bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
452;1;1;2400;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Tomato,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
453;1;1;2400;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving plant dish,1 bown of yogurt,Snack,1 cup of coffee,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
454;1;1;2400;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving plant dish,1 bown of yogurt,Snack,1 cup of coffee,Dinner,1 serving of chickpea dish,1 slice of bran bread,Non-fat Salad
455;1;1;2400;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 serving of pumpkin dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 hazelnuts,10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
456;1;1;2400;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack;10 almonds,Dinner,1 serving of haricot bean dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
457;1;1;2400;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 cup of milk,Dinner,1 serving of haricot bean dish,1 slice of bran bread,Non-fat Salad
458;1;1;2400;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving of mixed vegetable dish,1 bown of yogurt,Snack,10 almonds,Dinner,Non-fat Salad,1 bowl of yogurt
459;1;1;2400;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,1 bowl of yogurt,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving of mixed vegetable dish,1 bown of yogurt,Snack,13 peanuts,1 cup of coffee,Dinner,1 serving of green bean dish,1 slice of bran bread,Non-fat Salad
460;1;1;2400;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 peanutsnuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
461;1;1;2500;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,1 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of bran bread, serving of green bean dish,Non-fat Salad,Snack,12 peanuts,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
462;1;1;2500;150;80;50;Breakfast,1 cup of tea,Omelet with 1 egg,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of mixed vegetable dish,Non-fat Salad,1 slice of bran bread
463;1;1;2500;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of bran bread,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
464;1;1;2500;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,1 serving of okra dish,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
465;1;1;2500;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Tomato,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,Non-fat Salad,Snack,3 dried apricots,Dinner,1 serving pumpkin dish,Non-fat Salad,1 slice of bran bread
466;1;1;2500;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,4 walnuts,1 cup of coffee,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
467;1;1;2500;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,1 slice of low-fat white cheese,Snack,10 almonds,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving artichoke dish,1 bown of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
468;1;1;2500;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,Tomato,Cucumber,Snack,3 walnuts,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving of okra dish,1 bown of yogurt,Snack,15 hazelnuts, 10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
469;1;1;2500;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving pumpkin dish,1 slice of bran bread,Non-fat Salad
470;1;1;2500;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,10 almonds,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad
471;1;1;2600;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,Non-fat Salad,2 slices of bran bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
472;1;1;2600;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Tomato,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
473;1;1;2600;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving plant dish,1 bown of yogurt,Snack,1 cup of coffee,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
474;1;1;2600;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,2 slices of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving plant dish,1 bown of yogurt,Snack,1 cup of coffee,Dinner,1 serving of chickpea dish,1 slice of bran bread,Non-fat Salad
475;1;1;2600;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 serving of pumpkin dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 hazelnuts,10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
476;1;1;2600;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack;10 almonds,Dinner,1 serving of haricot bean dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
477;1;1;2600;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,2 boiled eggs,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 cup of milk,Dinner,1 serving of haricot bean dish,1 slice of bran bread,Non-fat Salad
478;1;1;2600;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving of mixed vegetable dish,1 bown of yogurt,Snack,10 almonds,Dinner,Non-fat Salad,1 bowl of yogurt
479;1;1;2600;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,2 slices of low-fat white cheese,Snack,1 bowl of yogurt,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving of mixed vegetable dish,1 bown of yogurt,Snack,13 peanuts,1 cup of coffee,Dinner,1 serving of green bean dish,1 slice of bran bread,Non-fat Salad
480;1;1;2600;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 peanutsnuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
481;1;1;2700;170;40;70;Breakfast,1 cup of tea,2 boiled eggs,1 slice of low-fat white cheese,1 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of bran bread, serving of green bean dish,Non-fat Salad,Snack,12 peanuts,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
482;1;1;2700;150;80;50;Breakfast,1 cup of tea,Omelet with 2 eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of mixed vegetable dish,Non-fat Salad,1 slice of bran bread
483;1;1;2700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slices of bran bread,2 slices of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of bran bread,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
484;1;1;2700;170;40;70;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,1 serving of okra dish,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
485;1;1;2700;100;70;50;Breakfast,1 cup of tea,5 olives,2 slices of bran bread,Omelet with 1 egg,Tomato,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,Non-fat Salad,Snack,3 dried apricots,Dinner,1 serving pumpkin dish,Non-fat Salad,1 slice of bran bread
486;1;1;2700;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,2 slices of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,4 walnuts,1 cup of coffee,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
487;1;1;2700;170;40;70;Breakfast,1 cup of tea,1 boiled egg,2 slices of bran bread,1 slice of low-fat white cheese,Snack,10 almonds,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving artichoke dish,1 bown of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
488;1;1;2700;150;80;50;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,Tomato,Cucumber,Snack,3 walnuts,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving of okra dish,1 bown of yogurt,Snack,15 hazelnuts, 10 almonds,Dinner,Non-fat Salad,1 slice of bran bread,1 bowl of yogurt
489;1;1;2700;100;60;50;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving pumpkin dish,1 slice of bran bread,Non-fat Salad
490;1;1;2700;100;70;50;Breakfast,1 cup of tea,5 olives,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,10 almonds,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad
491;1;1;2800;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,Non-fat Salad,2 slices of bran bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 serving of rice,1 bown of yogurt,Non-fat Salad
492;1;1;2800;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Omelet with 1 egg,Tomato,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
493;1;1;2800;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,1 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving plant dish,1 bown of yogurt,Snack,1 cup of coffee,Dinner,1 serving of okra dish,1 slice of bran bread,Non-fat Salad
494;1;1;2800;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,2 slices of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving plant dish,1 bown of yogurt,Snack,1 cup of coffee,Dinner,1 serving of chickpea dish,1 serving of pasta,Non-fat Salad
495;1;1;2800;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 serving of pumpkin dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 hazelnuts,10 almonds,Dinner,Non-fat Salad,1 serving of pasta,1 bowl of yogurt
496;1;1;2800;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack;10 almonds,Dinner,1 serving of haricot bean dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
497;1;1;2800;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,2 boiled eggs,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,1 cup of milk,Dinner,1 serving of haricot bean dish,1 slice of bran bread,Non-fat Salad
498;1;1;2800;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving of mixed vegetable dish,1 bown of yogurt,Snack,10 almonds,Dinner,Non-fat Salad,1 bowl of yogurt
499;1;1;2800;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of bran bread,2 slices of low-fat white cheese,Snack,1 bowl of yogurt,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving of mixed vegetable dish,1 bown of yogurt,Snack,13 peanuts,1 cup of coffee,Dinner,1 serving of green bean dish,1 slice of bran bread,Non-fat Salad
500;1;1;2800;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slices of bran bread,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of bran bread,Non-fat Salad,1 glass of buttermilk,Snack,15 peanutsnuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
501;1;1;2900;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of low-fat white cheese,1 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of bran bread, serving of green bean dish,Non-fat Salad,Snack,12 peanuts,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
502;1;1;2900;170;40;70;Breakfast,1 cup of tea,Omelet with 2 eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of mixed vegetable dish,Non-fat Salad,1 serving of rice
503;1;1;2900;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slices of bran bread,2 slices of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of bran bread,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
504;1;1;2900;100;60;50;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,1 serving of okra dish,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of bran bread,1 bown of yogurt,Non-fat Salad
505;1;1;2900;170;40;70;Breakfast,1 cup of tea,5 olives,2 slices of bran bread,Omelet with 1 egg,Tomato,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,1 serving of pasta,Non-fat Salad,Snack,3 dried apricots,Dinner,1 serving pumpkin dish,Non-fat Salad,1 slice of bran bread
506;1;1;2900;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,2 slices of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,4 walnuts,1 cup of coffee,Dinner,1 serving of okra dish,1 serving of pasta,Non-fat Salad
507;1;1;2900;170;40;70;Breakfast,1 cup of tea,1 boiled egg,2 slices of bran bread,1 slice of low-fat white cheese,Snack,10 almonds,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving artichoke dish,1 bown of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of bran bread
508;1;1;2900;150;80;50;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,Tomato,Cucumber,Snack,3 walnuts,1 cup of coffee,Lunch,1 bowl of tomato soup,1 serving of rice,1 serving of okra dish,1 bown of yogurt,Snack,15 hazelnuts, 10 almonds,Dinner,Non-fat Salad,1 serving of pasta,1 bowl of yogurt
509;1;1;2900;100;60;50;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving pumpkin dish,1 slice of bran bread,Non-fat Salad
510;1;1;2900;170;40;70;Breakfast,1 cup of tea,5 olives,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of bran bread,1 bowl of yogurt,Snack,10 almonds,1 cup of milk,Dinner,1 bowl of lentil soup,1 serving of pasta,1 serving artichoke dish,Non-fat Salad
511;1;1;3000;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of low-fat white cheese,1 slice of bran bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 serving of rice, serving of green bean dish,Non-fat Salad,Snack,12 peanuts,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
512;1;1;3000;170;40;70;Breakfast,1 cup of tea,Omelet with 2 eggs,1 slice of bran bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 serving of pasta,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of mixed vegetable dish,Non-fat Salad,1 serving of rice
513;1;1;3000;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slices of bran bread,2 slices of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 serving of pasta,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
514;1;1;3000;100;60;50;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Snack,1 cup of coffee,Lunch,1 bowl of barley noodle soup,1 slice of bran bread,1 serving of okra dish,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 serving of rice,1 bown of yogurt,Non-fat Salad
515;1;1;3000;170;40;70;Breakfast,1 cup of tea,5 olives,2 slices of bran bread,Omelet with 1 egg,Tomato,Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,1 serving of pasta,Non-fat Salad,Snack,3 dried apricots,Dinner,1 serving pumpkin dish,Non-fat Salad,1 slice of bran bread
516;1;1;3000;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,2 slices of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of bran bread,1 serving artichoke dish,Non-fat Salad,Snack,4 walnuts,1 cup of coffee,Dinner,1 serving of okra dish,1 serving of pasta,Non-fat Salad
517;1;1;3000;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slices of bran bread,1 slice of low-fat white cheese,Snack,10 almonds,Lunch,1 bowl of tomato soup,1 slice of bran bread,1 serving artichoke dish,1 bown of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 serving of pasta
518;1;1;3000;170;40;70;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,Tomato,Cucumber,Snack,3 walnuts,1 cup of coffee,Lunch,1 bowl of tomato soup,1 serving of rice,1 serving of okra dish,1 bown of yogurt,Snack,15 hazelnuts, 10 almonds,Dinner,Non-fat Salad,1 serving of pasta,1 bowl of yogurt
519;1;1;3000;100;60;50;Breakfast,1 cup of tea,2 slices of low-fat white cheese,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Lunch,1 serving of okra dish,1 slices of bran bread,1 bowl of yogurt,Snack,3 walnuts,1 cup of coffee,Dinner,1 serving pumpkin dish,1 slice of bran bread,Non-fat Salad
520;1;1;3000;170;40;70;Breakfast,1 cup of tea,5 olives,2 slices of bran bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 serving of pasta,1 bowl of yogurt,Snack,10 almonds,1 cup of milk,Dinner,1 bowl of lentil soup,1 serving of pasta,1 serving artichoke dish,Non-fat Salad
521;2;1;1600;170;40;70;Breakfast,1 cup of tea,1 slice of bran bread,Tomato,Cucumber,Lunch,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,Non-fat Salad
522;2;1;1600;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,Snack,1 cup of coffee,Dinner,1 serving of okra dish,Non-fat Salad
523;2;1;1600;170;40;70;Breakfast,1 cup of tea,1 slice of bran bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 serving plant dish,Snack,10 almonds,1 cup of coffee,Dinner,1 serving of okra dish,Non-fat Salad
524;2;1;1600;150;80;50;Breakfast,1 cup of tea,1 slice of bran bread,Tomato,Cucumber,Snack,1 cup of herbal tea,Lunch,1 bowl of tomato soup,1 serving plant dish,Snack,10 almonds,1 cup of coffee,Dinner,1 serving of okra dish,Non-fat Salad
525;2;1;1600;150;80;50;Breakfast,1 cup of tea,1 slice of bran bread,Tomato,Cucumber,Snack,15 peanuts,1 cup of coffee,Lunch,1 serving plant dish,Non-fat Salad,Snack,15 peanuts, 10 almonds,Dinner,1 serving of okra dish,Non-fat Salad
526;2;1;1600;170;40;70;Breakfast,1 cup of tea,1 slice of bran bread,Tomato,Cucumber,Lunch,1 serving of okra dish,Snack,13 walnuts,Dinner,1 serving of haricot bean dish,Non-fat Salad
527;2;1;1600;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of bran bread,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,Snack,3 walnuts,Dinner,1 serving of haricot bean dish,Non-fat Salad
